sku_id,producto,precio_unitario,almacen_id
HW-1236,Samsung 990 Pro 1TB,624.07,102
HW-1237,Logitech G502,979.74,102
HW-1238,NVIDIA RTX 4080,635.88,104
HW-1239,AMD Ryzen 9 7950X,527.82,103
HW-1240,Samsung 990 Pro 1TB,459.59,103
HW-1241,Logitech G502,544.64,102
HW-1242,NVIDIA RTX 4080,556.9,101
HW-1243,NVIDIA RTX 4080,272.8,103
HW-1244,Intel Core i7-13700K,439.82,102
HW-1245,AMD Ryzen 9 7950X,551.79,104
HW-1246,Corsair Vengeance DDR5 32GB,1195.26,104
HW-1247,AMD Ryzen 9 7950X,94.46,105
HW-1248,NVIDIA RTX 4080,667.09,102
HW-1249,Intel Core i7-13700K,188.58,101
HW-1250,AMD Ryzen 9 7950X,512.11,105
HW-1251,Intel Core i7-13700K,192.76,103
HW-1252,Samsung 990 Pro 1TB,435.88,104
HW-1253,NVIDIA RTX 4080,401.62,101
HW-1254,NVIDIA RTX 4080,480.55,104
HW-1255,Corsair Vengeance DDR5 32GB,612.78,102
HW-1256,NVIDIA RTX 4080,515.73,104
HW-1257,NVIDIA RTX 4080,582.64,102
HW-1258,Corsair Vengeance DDR5 32GB,1063.95,102
HW-1259,NVIDIA RTX 4080,475.96,103
HW-1260,NVIDIA RTX 4080,1018.77,105
HW-1261,Corsair Vengeance DDR5 32GB,1000.67,101
HW-1262,AMD Ryzen 9 7950X,995.65,101
HW-1263,NVIDIA RTX 4080,506.78,105
HW-1264,NVIDIA RTX 4080,219.59,102
HW-1265,Samsung 990 Pro 1TB,640.78,101
HW-1266,AMD Ryzen 9 7950X,769.27,105
HW-1267,Samsung 990 Pro 1TB,517.58,102
HW-1268,AMD Ryzen 9 7950X,774.57,103
HW-1269,AMD Ryzen 9 7950X,1150.87,103
HW-1270,NVIDIA RTX 4080,612.79,102
HW-1271,Samsung 990 Pro 1TB,484.02,102
HW-1272,Corsair Vengeance DDR5 32GB,716.15,105
HW-1273,Corsair Vengeance DDR5 32GB,854.55,104
HW-1274,NVIDIA RTX 4080,384.13,103
HW-1275,AMD Ryzen 9 7950X,981.67,101
HW-1276,Samsung 990 Pro 1TB,324.12,105
HW-1277,AMD Ryzen 9 7950X,991.27,104
HW-1278,NVIDIA RTX 4080,640.41,101
HW-1279,NVIDIA RTX 4080,325.63,103
HW-1280,AMD Ryzen 9 7950X,137.52,101
HW-1281,Intel Core i7-13700K,1192.36,104
HW-1282,AMD Ryzen 9 7950X,278.46,104
HW-1283,Corsair Vengeance DDR5 32GB,916.68,101
HW-1284,Corsair Vengeance DDR5 32GB,1115.56,103
HW-1285,Logitech G502,383.64,101
HW-1286,NVIDIA RTX 4080,276.58,103
HW-1287,AMD Ryzen 9 7950X,557.78,104
HW-1288,NVIDIA RTX 4080,199.23,105
HW-1289,Logitech G502,1092.71,104
HW-1290,AMD Ryzen 9 7950X,1092.8,102
HW-1291,Corsair Vengeance DDR5 32GB,746.66,104
HW-1292,Corsair Vengeance DDR5 32GB,175.49,103
HW-1293,AMD Ryzen 9 7950X,476.45,104
HW-1294,Logitech G502,608.78,104
HW-1295,Corsair Vengeance DDR5 32GB,619.51,101
HW-1296,NVIDIA RTX 4080,313.8,104
HW-1297,Corsair Vengeance DDR5 32GB,714.17,103
HW-1298,NVIDIA RTX 4080,917.2,105
HW-1299,Intel Core i7-13700K,805.07,103
HW-1300,Corsair Vengeance DDR5 32GB,483.24,103
HW-1301,Corsair Vengeance DDR5 32GB,776.05,103
HW-1302,Intel Core i7-13700K,52.72,102
HW-1303,AMD Ryzen 9 7950X,1021.12,105
HW-1304,AMD Ryzen 9 7950X,546.8,101
HW-1305,AMD Ryzen 9 7950X,341.08,102
HW-1306,AMD Ryzen 9 7950X,453.18,103
HW-1307,Intel Core i7-13700K,864.58,103
HW-1308,NVIDIA RTX 4080,1061.08,104
HW-1309,NVIDIA RTX 4080,220.32,101
HW-1310,Samsung 990 Pro 1TB,1112.63,105
HW-1311,AMD Ryzen 9 7950X,326.33,102
HW-1312,Logitech G502,347.4,104
HW-1313,Samsung 990 Pro 1TB,1015.07,102
HW-1314,Corsair Vengeance DDR5 32GB,410.12,103
HW-1315,Corsair Vengeance DDR5 32GB,66.42,105
HW-1316,AMD Ryzen 9 7950X,207.1,101
HW-1317,AMD Ryzen 9 7950X,1007.33,105
HW-1318,Intel Core i7-13700K,423.94,102
HW-1319,AMD Ryzen 9 7950X,1121.31,105
HW-1320,Corsair Vengeance DDR5 32GB,806.58,104
HW-1321,Logitech G502,260.73,103
HW-1322,AMD Ryzen 9 7950X,674.61,101
HW-1323,NVIDIA RTX 4080,983.22,102
HW-1324,Corsair Vengeance DDR5 32GB,1001.63,105
HW-1325,Corsair Vengeance DDR5 32GB,556.29,102
HW-1326,Samsung 990 Pro 1TB,576.07,101
HW-1327,Corsair Vengeance DDR5 32GB,1166.33,105
HW-1328,Intel Core i7-13700K,351.45,102
HW-1329,NVIDIA RTX 4080,646.25,105
HW-1330,Corsair Vengeance DDR5 32GB,637.03,105
HW-1331,AMD Ryzen 9 7950X,206.01,102
HW-1332,Intel Core i7-13700K,709.41,101
HW-1333,Samsung 990 Pro 1TB,829.72,101
HW-1334,Intel Core i7-13700K,237.01,104
HW-1335,AMD Ryzen 9 7950X,843.44,103
HW-1336,NVIDIA RTX 4080,664.25,101
HW-1337,Samsung 990 Pro 1TB,1023.97,103
HW-1338,Corsair Vengeance DDR5 32GB,907.45,105
HW-1339,Corsair Vengeance DDR5 32GB,673.68,104
HW-1340,Logitech G502,95.49,101
HW-1341,Logitech G502,1163.05,103
HW-1342,Intel Core i7-13700K,1150.0,103
HW-1343,Intel Core i7-13700K,1088.18,104
HW-1344,Logitech G502,144.87,105
HW-1345,Samsung 990 Pro 1TB,1030.39,102
HW-1346,Samsung 990 Pro 1TB,871.1,104
HW-1347,AMD Ryzen 9 7950X,119.88,104
HW-1348,Samsung 990 Pro 1TB,881.59,101
HW-1349,Intel Core i7-13700K,553.3,105
HW-1350,Samsung 990 Pro 1TB,890.26,102
HW-1351,Intel Core i7-13700K,537.47,104
HW-1352,AMD Ryzen 9 7950X,51.18,103
HW-1353,AMD Ryzen 9 7950X,1098.03,102
HW-1354,Corsair Vengeance DDR5 32GB,913.72,104
HW-1355,Intel Core i7-13700K,296.91,101
HW-1356,Corsair Vengeance DDR5 32GB,966.58,101
HW-1357,Samsung 990 Pro 1TB,556.48,101
HW-1358,Logitech G502,1007.65,102
HW-1359,Samsung 990 Pro 1TB,363.39,101
HW-1360,Intel Core i7-13700K,855.56,104
HW-1361,Intel Core i7-13700K,1075.38,105
HW-1362,Intel Core i7-13700K,1187.62,103
HW-1363,Corsair Vengeance DDR5 32GB,711.06,104
HW-1364,Samsung 990 Pro 1TB,449.17,103
HW-1365,Samsung 990 Pro 1TB,303.48,105
HW-1366,Samsung 990 Pro 1TB,926.15,104
HW-1367,Corsair Vengeance DDR5 32GB,747.01,104
HW-1368,Corsair Vengeance DDR5 32GB,587.6,105
HW-1369,Corsair Vengeance DDR5 32GB,768.77,105
HW-1370,Samsung 990 Pro 1TB,168.56,101
HW-1371,Logitech G502,536.5,105
HW-1372,Samsung 990 Pro 1TB,1080.99,103
HW-1373,AMD Ryzen 9 7950X,518.12,102
HW-1374,AMD Ryzen 9 7950X,727.66,105
HW-1375,Logitech G502,1154.93,102
HW-1376,Intel Core i7-13700K,304.67,104
HW-1377,AMD Ryzen 9 7950X,902.03,103
HW-1378,NVIDIA RTX 4080,279.67,102
HW-1379,AMD Ryzen 9 7950X,1018.11,101
HW-1380,Corsair Vengeance DDR5 32GB,704.41,101
HW-1381,Logitech G502,942.06,105
HW-1382,NVIDIA RTX 4080,190.9,102
HW-1383,Intel Core i7-13700K,164.01,103
HW-1384,Samsung 990 Pro 1TB,713.9,103
HW-1385,Corsair Vengeance DDR5 32GB,1058.93,105
HW-1386,AMD Ryzen 9 7950X,334.63,103
HW-1387,AMD Ryzen 9 7950X,89.43,105
HW-1388,Samsung 990 Pro 1TB,204.74,102
HW-1389,Intel Core i7-13700K,1064.05,104
HW-1390,Samsung 990 Pro 1TB,511.67,101
HW-1391,Corsair Vengeance DDR5 32GB,1158.88,101
HW-1392,Samsung 990 Pro 1TB,803.12,104
HW-1393,AMD Ryzen 9 7950X,1031.45,105
HW-1394,Intel Core i7-13700K,76.2,105
HW-1395,Intel Core i7-13700K,864.88,104
HW-1396,Samsung 990 Pro 1TB,857.57,104
HW-1397,AMD Ryzen 9 7950X,947.46,104
HW-1398,Samsung 990 Pro 1TB,247.25,101
HW-1399,Logitech G502,51.21,103
HW-1400,Samsung 990 Pro 1TB,721.99,101
HW-1401,Intel Core i7-13700K,277.68,102
HW-1402,Corsair Vengeance DDR5 32GB,298.15,105
HW-1403,NVIDIA RTX 4080,435.05,102
HW-1404,AMD Ryzen 9 7950X,591.7,105
HW-1405,Corsair Vengeance DDR5 32GB,1016.82,101
HW-1406,Samsung 990 Pro 1TB,248.58,101
HW-1407,Corsair Vengeance DDR5 32GB,987.88,103
HW-1408,NVIDIA RTX 4080,660.41,101
HW-1409,NVIDIA RTX 4080,1150.42,101
HW-1410,Corsair Vengeance DDR5 32GB,573.99,102
HW-1411,AMD Ryzen 9 7950X,1199.57,101
HW-1412,NVIDIA RTX 4080,1139.8,104
HW-1413,AMD Ryzen 9 7950X,1194.77,102
HW-1414,Intel Core i7-13700K,587.01,102
HW-1415,Samsung 990 Pro 1TB,706.57,104
HW-1416,Samsung 990 Pro 1TB,159.87,103
HW-1417,AMD Ryzen 9 7950X,367.22,103
HW-1418,Logitech G502,521.54,103
HW-1419,NVIDIA RTX 4080,702.91,101
HW-1420,Samsung 990 Pro 1TB,773.19,102
HW-1421,Corsair Vengeance DDR5 32GB,626.0,101
HW-1422,Logitech G502,913.43,102
HW-1423,Samsung 990 Pro 1TB,192.33,103
HW-1424,NVIDIA RTX 4080,449.26,104
HW-1425,AMD Ryzen 9 7950X,614.62,103
HW-1426,Intel Core i7-13700K,1081.29,105
HW-1427,Corsair Vengeance DDR5 32GB,655.62,102
HW-1428,Samsung 990 Pro 1TB,139.56,104
HW-1429,AMD Ryzen 9 7950X,1074.96,102
HW-1430,NVIDIA RTX 4080,610.84,103
HW-1431,Corsair Vengeance DDR5 32GB,225.25,104
HW-1432,Intel Core i7-13700K,220.55,103
HW-1433,AMD Ryzen 9 7950X,675.53,101
HW-1434,Corsair Vengeance DDR5 32GB,796.09,102
HW-1435,Corsair Vengeance DDR5 32GB,558.39,103
HW-1436,NVIDIA RTX 4080,733.72,105
HW-1437,Samsung 990 Pro 1TB,481.68,104
HW-1438,AMD Ryzen 9 7950X,911.29,105
HW-1439,AMD Ryzen 9 7950X,1146.99,104
HW-1440,Intel Core i7-13700K,742.85,101
HW-1441,NVIDIA RTX 4080,1029.61,105
HW-1442,Corsair Vengeance DDR5 32GB,910.36,102
HW-1443,Intel Core i7-13700K,700.94,104
HW-1444,Samsung 990 Pro 1TB,356.12,102
HW-1445,Intel Core i7-13700K,1086.35,101
HW-1446,Samsung 990 Pro 1TB,464.62,105
HW-1447,Samsung 990 Pro 1TB,943.19,105
HW-1448,Logitech G502,1129.75,102
HW-1449,Corsair Vengeance DDR5 32GB,973.6,101
HW-1450,Corsair Vengeance DDR5 32GB,605.08,103
HW-1451,Samsung 990 Pro 1TB,380.47,102
HW-1452,NVIDIA RTX 4080,224.25,105
HW-1453,Logitech G502,1134.54,102
HW-1454,AMD Ryzen 9 7950X,386.88,103
HW-1455,Logitech G502,550.67,101
HW-1456,AMD Ryzen 9 7950X,805.88,104
HW-1457,NVIDIA RTX 4080,1043.89,105
HW-1458,Logitech G502,924.38,104
HW-1459,Intel Core i7-13700K,376.32,104
HW-1460,NVIDIA RTX 4080,706.53,103
HW-1461,AMD Ryzen 9 7950X,369.93,103
HW-1462,Logitech G502,499.34,103
HW-1463,AMD Ryzen 9 7950X,1084.38,103
HW-1464,Corsair Vengeance DDR5 32GB,974.18,105
HW-1465,Samsung 990 Pro 1TB,812.2,102
HW-1466,NVIDIA RTX 4080,604.28,105
HW-1467,NVIDIA RTX 4080,247.28,102
HW-1468,Samsung 990 Pro 1TB,118.26,102
HW-1469,Intel Core i7-13700K,1194.51,103
HW-1470,Intel Core i7-13700K,520.29,103
HW-1471,AMD Ryzen 9 7950X,854.11,102
HW-1472,Intel Core i7-13700K,90.78,103
HW-1473,Logitech G502,293.08,105
HW-1474,Corsair Vengeance DDR5 32GB,793.69,105
HW-1475,Intel Core i7-13700K,529.32,102
HW-1476,Intel Core i7-13700K,1112.08,103
HW-1477,Logitech G502,79.59,103
HW-1478,Corsair Vengeance DDR5 32GB,256.17,103
HW-1479,NVIDIA RTX 4080,671.27,103
HW-1480,Intel Core i7-13700K,241.14,102
HW-1481,Samsung 990 Pro 1TB,857.21,102
HW-1482,Logitech G502,343.93,102
HW-1483,Samsung 990 Pro 1TB,503.11,104
HW-1484,NVIDIA RTX 4080,786.25,104
HW-1485,Logitech G502,779.23,102
HW-1486,AMD Ryzen 9 7950X,623.02,102
HW-1487,AMD Ryzen 9 7950X,1071.85,101
HW-1488,AMD Ryzen 9 7950X,164.46,104
HW-1489,Samsung 990 Pro 1TB,260.15,105
HW-1490,Corsair Vengeance DDR5 32GB,491.85,105
HW-1491,Logitech G502,316.47,101
HW-1492,NVIDIA RTX 4080,786.06,104
HW-1493,AMD Ryzen 9 7950X,931.12,103
HW-1494,Corsair Vengeance DDR5 32GB,605.82,105
HW-1495,Corsair Vengeance DDR5 32GB,410.2,104
HW-1496,NVIDIA RTX 4080,232.72,104
HW-1497,Intel Core i7-13700K,474.05,101
HW-1498,NVIDIA RTX 4080,541.8,104
HW-1499,Corsair Vengeance DDR5 32GB,378.32,102
HW-1500,AMD Ryzen 9 7950X,619.82,102
HW-1501,AMD Ryzen 9 7950X,835.61,104
HW-1502,AMD Ryzen 9 7950X,1147.31,101
HW-1503,Logitech G502,707.92,105
HW-1504,Intel Core i7-13700K,633.9,104
HW-1505,Corsair Vengeance DDR5 32GB,325.18,104
HW-1506,Intel Core i7-13700K,922.11,102
HW-1507,NVIDIA RTX 4080,489.57,103
HW-1508,AMD Ryzen 9 7950X,458.47,102
HW-1509,AMD Ryzen 9 7950X,1056.27,104
HW-1510,Logitech G502,827.43,105
HW-1511,AMD Ryzen 9 7950X,1168.27,101
HW-1512,Intel Core i7-13700K,856.11,105
HW-1513,Logitech G502,1021.2,101
HW-1514,Corsair Vengeance DDR5 32GB,669.36,103
HW-1515,AMD Ryzen 9 7950X,848.62,102
HW-1516,AMD Ryzen 9 7950X,69.64,103
HW-1517,NVIDIA RTX 4080,233.93,103
HW-1518,Corsair Vengeance DDR5 32GB,1134.74,101
HW-1519,NVIDIA RTX 4080,753.91,101
HW-1520,Logitech G502,670.57,102
HW-1521,Intel Core i7-13700K,707.49,105
HW-1522,Samsung 990 Pro 1TB,1003.0,102
HW-1523,NVIDIA RTX 4080,559.76,103
HW-1524,Samsung 990 Pro 1TB,1199.35,102
HW-1525,NVIDIA RTX 4080,1131.85,101
HW-1526,NVIDIA RTX 4080,126.59,103
HW-1527,Samsung 990 Pro 1TB,1080.48,105
HW-1528,Corsair Vengeance DDR5 32GB,986.61,102
HW-1529,Logitech G502,346.12,101
HW-1530,Samsung 990 Pro 1TB,592.83,103
HW-1531,Samsung 990 Pro 1TB,336.2,103
HW-1532,NVIDIA RTX 4080,1175.72,101
HW-1533,AMD Ryzen 9 7950X,967.6,103
HW-1534,Logitech G502,65.23,105
HW-1535,Intel Core i7-13700K,444.17,105
HW-1536,Samsung 990 Pro 1TB,566.12,101
HW-1537,NVIDIA RTX 4080,710.49,102
HW-1538,Logitech G502,943.6,103
HW-1539,NVIDIA RTX 4080,697.72,103
HW-1540,AMD Ryzen 9 7950X,436.87,101
HW-1541,Logitech G502,186.28,104
HW-1542,Logitech G502,550.83,101
HW-1543,Intel Core i7-13700K,703.16,104
HW-1544,NVIDIA RTX 4080,186.71,104
HW-1545,AMD Ryzen 9 7950X,192.22,105
HW-1546,Samsung 990 Pro 1TB,1024.4,102
HW-1547,Logitech G502,927.46,105
HW-1548,Intel Core i7-13700K,888.91,103
HW-1549,Corsair Vengeance DDR5 32GB,675.05,101
HW-1550,NVIDIA RTX 4080,864.68,105
HW-1551,NVIDIA RTX 4080,957.03,105
HW-1552,Corsair Vengeance DDR5 32GB,447.93,105
HW-1553,Intel Core i7-13700K,572.92,105
HW-1554,Logitech G502,1198.33,101
HW-1555,Intel Core i7-13700K,302.9,101
HW-1556,Samsung 990 Pro 1TB,1127.92,104
HW-1557,Logitech G502,629.13,101
HW-1558,NVIDIA RTX 4080,569.24,105
HW-1559,Logitech G502,75.52,105
HW-1560,AMD Ryzen 9 7950X,609.27,102
HW-1561,Samsung 990 Pro 1TB,713.04,103
HW-1562,AMD Ryzen 9 7950X,524.83,102
HW-1563,Intel Core i7-13700K,1061.26,102
HW-1564,NVIDIA RTX 4080,822.68,103
HW-1565,Samsung 990 Pro 1TB,285.43,104
HW-1566,Samsung 990 Pro 1TB,516.27,102
HW-1567,Intel Core i7-13700K,750.55,101
HW-1568,Corsair Vengeance DDR5 32GB,135.38,105
HW-1569,Logitech G502,52.41,104
HW-1570,Samsung 990 Pro 1TB,377.37,101
HW-1571,Corsair Vengeance DDR5 32GB,83.3,103
HW-1572,Samsung 990 Pro 1TB,84.99,104
HW-1573,Samsung 990 Pro 1TB,1007.35,102
HW-1574,Corsair Vengeance DDR5 32GB,163.81,102
HW-1575,AMD Ryzen 9 7950X,1078.15,101
HW-1576,NVIDIA RTX 4080,150.23,101
HW-1577,Samsung 990 Pro 1TB,531.14,103
HW-1578,Samsung 990 Pro 1TB,1182.23,105
HW-1579,Logitech G502,941.61,104
HW-1580,AMD Ryzen 9 7950X,78.21,102
HW-1581,Corsair Vengeance DDR5 32GB,606.23,102
HW-1582,Samsung 990 Pro 1TB,409.62,105
HW-1583,NVIDIA RTX 4080,753.92,101
HW-1584,NVIDIA RTX 4080,1175.5,104
HW-1585,Samsung 990 Pro 1TB,907.23,101
HW-1586,NVIDIA RTX 4080,362.42,101
HW-1587,Samsung 990 Pro 1TB,499.61,101
HW-1588,Logitech G502,976.49,105
HW-1589,NVIDIA RTX 4080,1038.87,101
HW-1590,Samsung 990 Pro 1TB,1020.48,104
HW-1591,Samsung 990 Pro 1TB,430.47,103
HW-1592,AMD Ryzen 9 7950X,573.97,103
HW-1593,Logitech G502,793.71,101
HW-1594,NVIDIA RTX 4080,522.01,101
HW-1595,Corsair Vengeance DDR5 32GB,567.53,102
HW-1596,Samsung 990 Pro 1TB,728.61,101
HW-1597,Corsair Vengeance DDR5 32GB,549.57,105
HW-1598,Corsair Vengeance DDR5 32GB,723.19,102
HW-1599,Corsair Vengeance DDR5 32GB,726.84,102
HW-1600,NVIDIA RTX 4080,108.89,102
HW-1601,Intel Core i7-13700K,742.33,102
HW-1602,Logitech G502,418.5,102
HW-1603,Intel Core i7-13700K,318.56,101
HW-1604,AMD Ryzen 9 7950X,483.18,103
HW-1605,Corsair Vengeance DDR5 32GB,1049.19,103
HW-1606,Intel Core i7-13700K,356.0,105
HW-1607,AMD Ryzen 9 7950X,273.17,103
HW-1608,Logitech G502,945.35,104
HW-1609,NVIDIA RTX 4080,81.28,103
HW-1610,NVIDIA RTX 4080,474.91,101
HW-1611,NVIDIA RTX 4080,284.5,101
HW-1612,Corsair Vengeance DDR5 32GB,841.54,105
HW-1613,Logitech G502,426.3,101
HW-1614,Intel Core i7-13700K,853.99,105
HW-1615,Logitech G502,700.2,105
HW-1616,Logitech G502,165.12,103
HW-1617,Samsung 990 Pro 1TB,235.41,104
HW-1618,Corsair Vengeance DDR5 32GB,480.95,102
HW-1619,Samsung 990 Pro 1TB,985.83,103
HW-1620,Corsair Vengeance DDR5 32GB,705.84,103
HW-1621,Corsair Vengeance DDR5 32GB,1005.94,104
HW-1622,Intel Core i7-13700K,305.48,101
HW-1623,Corsair Vengeance DDR5 32GB,459.32,101
HW-1624,Intel Core i7-13700K,600.65,101
HW-1625,AMD Ryzen 9 7950X,125.28,103
HW-1626,Logitech G502,87.18,105
HW-1627,Corsair Vengeance DDR5 32GB,1191.31,105
HW-1628,Intel Core i7-13700K,812.52,102
HW-1629,Samsung 990 Pro 1TB,217.32,101
HW-1630,NVIDIA RTX 4080,453.88,101
HW-1631,Logitech G502,731.57,102
HW-1632,Samsung 990 Pro 1TB,801.76,104
HW-1633,NVIDIA RTX 4080,699.27,105
HW-1634,Samsung 990 Pro 1TB,908.95,102
HW-1635,AMD Ryzen 9 7950X,136.34,101
HW-1636,NVIDIA RTX 4080,822.88,104
HW-1637,NVIDIA RTX 4080,368.79,105
HW-1638,NVIDIA RTX 4080,886.55,104
HW-1639,AMD Ryzen 9 7950X,78.78,105
HW-1640,AMD Ryzen 9 7950X,624.01,102
HW-1641,AMD Ryzen 9 7950X,703.91,102
HW-1642,Intel Core i7-13700K,754.67,103
HW-1643,Corsair Vengeance DDR5 32GB,370.31,105
HW-1644,Samsung 990 Pro 1TB,1038.39,105
HW-1645,Logitech G502,239.94,101
HW-1646,Intel Core i7-13700K,232.63,105
HW-1647,Samsung 990 Pro 1TB,954.11,103
HW-1648,Corsair Vengeance DDR5 32GB,1120.51,105
HW-1649,Samsung 990 Pro 1TB,432.72,102
HW-1650,Corsair Vengeance DDR5 32GB,227.52,104
HW-1651,Intel Core i7-13700K,1125.03,104
HW-1652,Corsair Vengeance DDR5 32GB,318.27,103
HW-1653,Intel Core i7-13700K,185.75,104
HW-1654,Logitech G502,883.92,104
HW-1655,AMD Ryzen 9 7950X,297.98,105
HW-1656,NVIDIA RTX 4080,233.29,103
HW-1657,Intel Core i7-13700K,694.14,105
HW-1658,Logitech G502,454.62,102
HW-1659,Logitech G502,98.07,104
HW-1660,NVIDIA RTX 4080,607.09,104
HW-1661,Corsair Vengeance DDR5 32GB,388.12,103
HW-1662,Corsair Vengeance DDR5 32GB,382.44,105
HW-1663,AMD Ryzen 9 7950X,73.72,104
HW-1664,AMD Ryzen 9 7950X,487.5,101
HW-1665,Corsair Vengeance DDR5 32GB,923.51,103
HW-1666,Logitech G502,1106.33,104
HW-1667,Corsair Vengeance DDR5 32GB,905.74,104
HW-1668,NVIDIA RTX 4080,428.45,103
HW-1669,Samsung 990 Pro 1TB,109.32,101
HW-1670,Logitech G502,861.45,101
HW-1671,Intel Core i7-13700K,409.53,105
HW-1672,AMD Ryzen 9 7950X,536.36,105
HW-1673,NVIDIA RTX 4080,1057.21,102
HW-1674,Intel Core i7-13700K,943.82,105
HW-1675,Logitech G502,745.44,105
HW-1676,Logitech G502,417.08,103
HW-1677,AMD Ryzen 9 7950X,911.96,103
HW-1678,Samsung 990 Pro 1TB,846.89,104
HW-1679,Corsair Vengeance DDR5 32GB,130.39,104
HW-1680,Intel Core i7-13700K,251.56,103
HW-1681,Corsair Vengeance DDR5 32GB,1107.61,105
HW-1682,Logitech G502,1045.37,102
HW-1683,AMD Ryzen 9 7950X,442.15,102
HW-1684,AMD Ryzen 9 7950X,712.16,102
HW-1685,AMD Ryzen 9 7950X,403.34,105
HW-1686,Corsair Vengeance DDR5 32GB,1049.33,103
HW-1687,Corsair Vengeance DDR5 32GB,213.74,103
HW-1688,NVIDIA RTX 4080,989.44,101
HW-1689,NVIDIA RTX 4080,552.64,104
HW-1690,Intel Core i7-13700K,639.93,103
HW-1691,Logitech G502,917.19,102
HW-1692,Intel Core i7-13700K,1063.9,104
HW-1693,Intel Core i7-13700K,551.13,103
HW-1694,Logitech G502,359.81,101
HW-1695,Intel Core i7-13700K,531.98,105
HW-1696,AMD Ryzen 9 7950X,1060.97,102
HW-1697,AMD Ryzen 9 7950X,369.57,102
HW-1698,AMD Ryzen 9 7950X,293.23,101
HW-1699,Logitech G502,747.07,105
HW-1700,Corsair Vengeance DDR5 32GB,478.4,105
HW-1701,Samsung 990 Pro 1TB,1175.23,105
HW-1702,Samsung 990 Pro 1TB,1010.11,101
HW-1703,Intel Core i7-13700K,211.7,104
HW-1704,Logitech G502,875.99,105
HW-1705,AMD Ryzen 9 7950X,537.66,102
HW-1706,Samsung 990 Pro 1TB,254.58,103
HW-1707,Logitech G502,765.12,101
HW-1708,Corsair Vengeance DDR5 32GB,221.22,101
HW-1709,Intel Core i7-13700K,426.38,103
HW-1710,Intel Core i7-13700K,171.55,105
HW-1711,Corsair Vengeance DDR5 32GB,135.59,105
HW-1712,Samsung 990 Pro 1TB,690.24,102
HW-1713,AMD Ryzen 9 7950X,375.75,103
HW-1714,AMD Ryzen 9 7950X,324.62,102
HW-1715,Corsair Vengeance DDR5 32GB,1030.38,101
HW-1716,Samsung 990 Pro 1TB,739.65,104
HW-1717,Samsung 990 Pro 1TB,627.17,105
HW-1718,Logitech G502,889.67,103
HW-1719,NVIDIA RTX 4080,229.12,104
HW-1720,NVIDIA RTX 4080,1091.77,102
HW-1721,Samsung 990 Pro 1TB,293.85,103
HW-1722,AMD Ryzen 9 7950X,417.17,104
HW-1723,Intel Core i7-13700K,1189.1,105
HW-1724,Logitech G502,864.8,101
HW-1725,AMD Ryzen 9 7950X,417.87,101
HW-1726,NVIDIA RTX 4080,1023.35,105
HW-1727,Corsair Vengeance DDR5 32GB,1047.79,103
HW-1728,Samsung 990 Pro 1TB,169.7,102
HW-1729,Corsair Vengeance DDR5 32GB,575.39,103
HW-1730,NVIDIA RTX 4080,125.28,105
HW-1731,AMD Ryzen 9 7950X,85.61,104
HW-1732,Logitech G502,783.54,104
HW-1733,Corsair Vengeance DDR5 32GB,1195.04,101
HW-1734,Logitech G502,790.44,102
HW-1735,Samsung 990 Pro 1TB,384.77,104
HW-1736,Corsair Vengeance DDR5 32GB,608.96,102
HW-1737,Corsair Vengeance DDR5 32GB,363.51,103
HW-1738,Logitech G502,870.95,101
HW-1739,Samsung 990 Pro 1TB,1076.19,104
HW-1740,AMD Ryzen 9 7950X,569.6,105
HW-1741,Corsair Vengeance DDR5 32GB,298.65,105
HW-1742,NVIDIA RTX 4080,351.9,103
HW-1743,Intel Core i7-13700K,886.83,104
HW-1744,AMD Ryzen 9 7950X,175.78,102
HW-1745,Logitech G502,377.37,102
HW-1746,Intel Core i7-13700K,747.43,102
HW-1747,Corsair Vengeance DDR5 32GB,836.4,102
HW-1748,AMD Ryzen 9 7950X,965.79,103
HW-1749,Samsung 990 Pro 1TB,910.72,105
HW-1750,Corsair Vengeance DDR5 32GB,408.54,104
HW-1751,Intel Core i7-13700K,952.97,102
HW-1752,Corsair Vengeance DDR5 32GB,624.39,101
HW-1753,AMD Ryzen 9 7950X,1065.07,102
HW-1754,Corsair Vengeance DDR5 32GB,190.35,102
HW-1755,Corsair Vengeance DDR5 32GB,438.52,105
HW-1756,Logitech G502,159.74,105
HW-1757,Samsung 990 Pro 1TB,313.39,104
HW-1758,Logitech G502,1029.19,105
HW-1759,Intel Core i7-13700K,439.91,102
HW-1760,AMD Ryzen 9 7950X,793.55,104
HW-1761,Intel Core i7-13700K,860.52,102
HW-1762,Corsair Vengeance DDR5 32GB,957.41,103
HW-1763,Logitech G502,201.89,102
HW-1764,AMD Ryzen 9 7950X,1098.13,102
HW-1765,Logitech G502,1096.43,102
HW-1766,Intel Core i7-13700K,108.98,102
HW-1767,Logitech G502,801.37,104
HW-1768,NVIDIA RTX 4080,1128.26,102
HW-1769,Intel Core i7-13700K,787.04,103
HW-1770,AMD Ryzen 9 7950X,693.6,101
HW-1771,Intel Core i7-13700K,196.47,104
HW-1772,NVIDIA RTX 4080,365.74,101
HW-1773,Logitech G502,528.42,104
HW-1774,Corsair Vengeance DDR5 32GB,588.11,105
HW-1775,NVIDIA RTX 4080,1150.64,102
HW-1776,NVIDIA RTX 4080,120.43,102
