Unnamed: 0,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salario_mensual_usd
278,2021,SE,FT,DATA SCIENTIST,180000,TRY,20171,TR,50,TR,L,1680.9166666666667
279,2021,EN,FT,BUSINESS DATA ANALYST,50000,EUR,59102,LU,100,LU,L,4925.166666666667
280,2021,MI,FT,DATA ENGINEER,112000,USD,112000,US,100,US,L,9333.333333333334
281,2021,EN,FT,RESEARCH SCIENTIST,100000,USD,100000,JE,0,CN,L,8333.333333333334
282,2021,MI,PT,DATA ENGINEER,59000,EUR,69741,NL,100,NL,L,5811.75
283,2021,SE,CT,STAFF DATA SCIENTIST,105000,USD,105000,US,100,US,M,8750.0
284,2021,MI,FT,RESEARCH SCIENTIST,69999,USD,69999,CZ,50,CZ,L,5833.25
285,2021,SE,FT,DATA SCIENCE MANAGER,7000000,INR,94665,IN,50,IN,L,7888.75
286,2021,SE,FT,HEAD OF DATA,87000,EUR,102839,SI,100,SI,L,8569.916666666666
287,2021,MI,FT,DATA SCIENTIST,109000,USD,109000,US,50,US,L,9083.333333333334
288,2021,MI,FT,MACHINE LEARNING ENGINEER,43200,EUR,51064,IT,50,IT,L,4255.333333333333
289,2022,SE,FT,DATA ENGINEER,135000,USD,135000,US,100,US,M,11250.0
290,2022,SE,FT,DATA ANALYST,155000,USD,155000,US,100,US,M,12916.666666666666
291,2022,SE,FT,DATA ANALYST,120600,USD,120600,US,100,US,M,10050.0
292,2022,MI,FT,DATA SCIENTIST,130000,USD,130000,US,0,US,M,10833.333333333334
293,2022,MI,FT,DATA SCIENTIST,90000,USD,90000,US,0,US,M,7500.0
294,2022,MI,FT,DATA ENGINEER,170000,USD,170000,US,100,US,M,14166.666666666666
295,2022,MI,FT,DATA ENGINEER,150000,USD,150000,US,100,US,M,12500.0
296,2022,SE,FT,DATA ANALYST,102100,USD,102100,US,100,US,M,8508.333333333334
297,2022,SE,FT,DATA ANALYST,84900,USD,84900,US,100,US,M,7075.0
298,2022,SE,FT,DATA SCIENTIST,136620,USD,136620,US,100,US,M,11385.0
299,2022,SE,FT,DATA SCIENTIST,99360,USD,99360,US,100,US,M,8280.0
300,2022,SE,FT,DATA SCIENTIST,90000,GBP,117789,GB,0,GB,M,9815.75
301,2022,SE,FT,DATA SCIENTIST,80000,GBP,104702,GB,0,GB,M,8725.166666666666
302,2022,SE,FT,DATA SCIENTIST,146000,USD,146000,US,100,US,M,12166.666666666666
303,2022,SE,FT,DATA SCIENTIST,123000,USD,123000,US,100,US,M,10250.0
304,2022,EN,FT,DATA ENGINEER,40000,GBP,52351,GB,100,GB,M,4362.583333333333
305,2022,SE,FT,DATA ANALYST,99000,USD,99000,US,0,US,M,8250.0
306,2022,SE,FT,DATA ANALYST,116000,USD,116000,US,0,US,M,9666.666666666666
307,2022,MI,FT,DATA ANALYST,106260,USD,106260,US,0,US,M,8855.0
308,2022,MI,FT,DATA ANALYST,126500,USD,126500,US,0,US,M,10541.666666666666
309,2022,EX,FT,DATA ENGINEER,242000,USD,242000,US,100,US,M,20166.666666666668
310,2022,EX,FT,DATA ENGINEER,200000,USD,200000,US,100,US,M,16666.666666666668
311,2022,MI,FT,DATA SCIENTIST,50000,GBP,65438,GB,0,GB,M,5453.166666666667
312,2022,MI,FT,DATA SCIENTIST,30000,GBP,39263,GB,0,GB,M,3271.9166666666665
313,2022,MI,FT,DATA ENGINEER,60000,GBP,78526,GB,0,GB,M,6543.833333333333
314,2022,MI,FT,DATA ENGINEER,40000,GBP,52351,GB,0,GB,M,4362.583333333333
315,2022,SE,FT,DATA SCIENTIST,165220,USD,165220,US,100,US,M,13768.333333333334
316,2022,EN,FT,DATA ENGINEER,35000,GBP,45807,GB,100,GB,M,3817.25
317,2022,SE,FT,DATA SCIENTIST,120160,USD,120160,US,100,US,M,10013.333333333334
318,2022,SE,FT,DATA ANALYST,90320,USD,90320,US,100,US,M,7526.666666666667
319,2022,SE,FT,DATA ENGINEER,181940,USD,181940,US,0,US,M,15161.666666666666
320,2022,SE,FT,DATA ENGINEER,132320,USD,132320,US,0,US,M,11026.666666666666
321,2022,SE,FT,DATA ENGINEER,220110,USD,220110,US,0,US,M,18342.5
322,2022,SE,FT,DATA ENGINEER,160080,USD,160080,US,0,US,M,13340.0
323,2022,SE,FT,DATA SCIENTIST,180000,USD,180000,US,0,US,L,15000.0
324,2022,SE,FT,DATA SCIENTIST,120000,USD,120000,US,0,US,L,10000.0
325,2022,SE,FT,DATA ANALYST,124190,USD,124190,US,100,US,M,10349.166666666666
326,2022,EX,FT,DATA ANALYST,130000,USD,130000,US,100,US,M,10833.333333333334
327,2022,EX,FT,DATA ANALYST,110000,USD,110000,US,100,US,M,9166.666666666666
328,2022,SE,FT,DATA ANALYST,170000,USD,170000,US,100,US,M,14166.666666666666
329,2022,MI,FT,DATA ANALYST,115500,USD,115500,US,100,US,M,9625.0
330,2022,SE,FT,DATA ANALYST,112900,USD,112900,US,100,US,M,9408.333333333334
331,2022,SE,FT,DATA ANALYST,90320,USD,90320,US,100,US,M,7526.666666666667
332,2022,SE,FT,DATA ANALYST,112900,USD,112900,US,100,US,M,9408.333333333334
333,2022,SE,FT,DATA ANALYST,90320,USD,90320,US,100,US,M,7526.666666666667
334,2022,SE,FT,DATA ENGINEER,165400,USD,165400,US,100,US,M,13783.333333333334
335,2022,SE,FT,DATA ENGINEER,132320,USD,132320,US,100,US,M,11026.666666666666
336,2022,MI,FT,DATA ANALYST,167000,USD,167000,US,100,US,M,13916.666666666666
337,2022,SE,FT,DATA ENGINEER,243900,USD,243900,US,100,US,M,20325.0
338,2022,SE,FT,DATA ANALYST,136600,USD,136600,US,100,US,M,11383.333333333334
339,2022,SE,FT,DATA ANALYST,109280,USD,109280,US,100,US,M,9106.666666666666
340,2022,SE,FT,DATA ENGINEER,128875,USD,128875,US,100,US,M,10739.583333333334
341,2022,SE,FT,DATA ENGINEER,93700,USD,93700,US,100,US,M,7808.333333333333
342,2022,EX,FT,HEAD OF DATA SCIENCE,224000,USD,224000,US,100,US,M,18666.666666666668
343,2022,EX,FT,HEAD OF DATA SCIENCE,167875,USD,167875,US,100,US,M,13989.583333333334
344,2022,EX,FT,ANALYTICS ENGINEER,175000,USD,175000,US,100,US,M,14583.333333333334
345,2022,SE,FT,DATA ENGINEER,156600,USD,156600,US,100,US,M,13050.0
346,2022,SE,FT,DATA ENGINEER,108800,USD,108800,US,0,US,M,9066.666666666666
347,2022,SE,FT,DATA SCIENTIST,95550,USD,95550,US,0,US,M,7962.5
348,2022,SE,FT,DATA ENGINEER,113000,USD,113000,US,0,US,L,9416.666666666666
349,2022,SE,FT,DATA ANALYST,135000,USD,135000,US,100,US,M,11250.0
350,2022,SE,FT,DATA SCIENCE MANAGER,161342,USD,161342,US,100,US,M,13445.166666666666
351,2022,SE,FT,DATA SCIENCE MANAGER,137141,USD,137141,US,100,US,M,11428.416666666666
352,2022,SE,FT,DATA SCIENTIST,167000,USD,167000,US,100,US,M,13916.666666666666
353,2022,SE,FT,DATA SCIENTIST,123000,USD,123000,US,100,US,M,10250.0
354,2022,SE,FT,DATA ENGINEER,60000,GBP,78526,GB,0,GB,M,6543.833333333333
355,2022,SE,FT,DATA ENGINEER,50000,GBP,65438,GB,0,GB,M,5453.166666666667
356,2022,SE,FT,DATA SCIENTIST,150000,USD,150000,US,0,US,M,12500.0
357,2022,SE,FT,DATA SCIENTIST,211500,USD,211500,US,100,US,M,17625.0
358,2022,SE,FT,DATA ARCHITECT,192400,USD,192400,CA,100,CA,M,16033.333333333334
359,2022,SE,FT,DATA ARCHITECT,90700,USD,90700,CA,100,CA,M,7558.333333333333
360,2022,SE,FT,DATA ANALYST,130000,USD,130000,CA,100,CA,M,10833.333333333334
361,2022,SE,FT,DATA ANALYST,61300,USD,61300,CA,100,CA,M,5108.333333333333
362,2022,SE,FT,DATA ANALYST,130000,USD,130000,CA,100,CA,M,10833.333333333334
363,2022,SE,FT,DATA ANALYST,61300,USD,61300,CA,100,CA,M,5108.333333333333
364,2022,SE,FT,DATA ENGINEER,160000,USD,160000,US,0,US,L,13333.333333333334
365,2022,SE,FT,DATA SCIENTIST,138600,USD,138600,US,100,US,M,11550.0
366,2022,SE,FT,DATA ENGINEER,136000,USD,136000,US,0,US,M,11333.333333333334
367,2022,MI,FT,DATA ANALYST,58000,USD,58000,US,0,US,S,4833.333333333333
368,2022,EX,FT,ANALYTICS ENGINEER,135000,USD,135000,US,100,US,M,11250.0
369,2022,SE,FT,DATA SCIENTIST,170000,USD,170000,US,100,US,M,14166.666666666666
370,2022,SE,FT,DATA SCIENTIST,123000,USD,123000,US,100,US,M,10250.0
371,2022,SE,FT,MACHINE LEARNING ENGINEER,189650,USD,189650,US,0,US,M,15804.166666666666
372,2022,SE,FT,MACHINE LEARNING ENGINEER,164996,USD,164996,US,0,US,M,13749.666666666666
373,2022,MI,FT,ETL DEVELOPER,50000,EUR,54957,GR,0,GR,M,4579.75
374,2022,MI,FT,ETL DEVELOPER,50000,EUR,54957,GR,0,GR,M,4579.75
375,2022,EX,FT,LEAD DATA ENGINEER,150000,CAD,118187,CA,100,CA,S,9848.916666666666
376,2022,SE,FT,DATA ANALYST,132000,USD,132000,US,0,US,M,11000.0
377,2022,SE,FT,DATA ENGINEER,165400,USD,165400,US,100,US,M,13783.333333333334
378,2022,SE,FT,DATA ARCHITECT,208775,USD,208775,US,100,US,M,17397.916666666668
379,2022,SE,FT,DATA ARCHITECT,147800,USD,147800,US,100,US,M,12316.666666666666
380,2022,SE,FT,DATA ENGINEER,136994,USD,136994,US,100,US,M,11416.166666666666
381,2022,SE,FT,DATA ENGINEER,101570,USD,101570,US,100,US,M,8464.166666666666
382,2022,SE,FT,DATA ANALYST,128875,USD,128875,US,100,US,M,10739.583333333334
383,2022,SE,FT,DATA ANALYST,93700,USD,93700,US,100,US,M,7808.333333333333
384,2022,EX,FT,HEAD OF MACHINE LEARNING,6000000,INR,79039,IN,50,IN,L,6586.583333333333
385,2022,SE,FT,DATA ENGINEER,132320,USD,132320,US,100,US,M,11026.666666666666
386,2022,EN,FT,MACHINE LEARNING ENGINEER,28500,GBP,37300,GB,100,GB,L,3108.3333333333335
387,2022,SE,FT,DATA ANALYST,164000,USD,164000,US,0,US,M,13666.666666666666
388,2022,SE,FT,DATA ENGINEER,155000,USD,155000,US,100,US,M,12916.666666666666
389,2022,MI,FT,MACHINE LEARNING ENGINEER,95000,GBP,124333,GB,0,GB,M,10361.083333333334
390,2022,MI,FT,MACHINE LEARNING ENGINEER,75000,GBP,98158,GB,0,GB,M,8179.833333333333
391,2022,MI,FT,AI SCIENTIST,120000,USD,120000,US,0,US,M,10000.0
392,2022,SE,FT,DATA ANALYST,112900,USD,112900,US,100,US,M,9408.333333333334
393,2022,SE,FT,DATA ANALYST,90320,USD,90320,US,100,US,M,7526.666666666667
394,2022,SE,FT,DATA ANALYTICS MANAGER,145000,USD,145000,US,100,US,M,12083.333333333334
395,2022,SE,FT,DATA ANALYTICS MANAGER,105400,USD,105400,US,100,US,M,8783.333333333334
396,2022,MI,FT,MACHINE LEARNING ENGINEER,80000,EUR,87932,FR,100,DE,M,7327.666666666667
397,2022,MI,FT,DATA ENGINEER,90000,GBP,117789,GB,0,GB,M,9815.75
398,2022,SE,FT,DATA SCIENTIST,215300,USD,215300,US,100,US,L,17941.666666666668
399,2022,SE,FT,DATA SCIENTIST,158200,USD,158200,US,100,US,L,13183.333333333334
400,2022,SE,FT,DATA ENGINEER,209100,USD,209100,US,100,US,L,17425.0
401,2022,SE,FT,DATA ENGINEER,154600,USD,154600,US,100,US,L,12883.333333333334
402,2022,SE,FT,DATA ANALYST,115934,USD,115934,US,0,US,M,9661.166666666666
403,2022,SE,FT,DATA ANALYST,81666,USD,81666,US,0,US,M,6805.5
404,2022,SE,FT,DATA ENGINEER,175000,USD,175000,US,100,US,M,14583.333333333334
405,2022,MI,FT,DATA ENGINEER,75000,GBP,98158,GB,0,GB,M,8179.833333333333
406,2022,MI,FT,DATA ANALYST,58000,USD,58000,US,0,US,S,4833.333333333333
407,2022,SE,FT,DATA ENGINEER,183600,USD,183600,US,100,US,L,15300.0
408,2022,MI,FT,DATA ANALYST,40000,GBP,52351,GB,100,GB,M,4362.583333333333
409,2022,SE,FT,DATA SCIENTIST,180000,USD,180000,US,100,US,M,15000.0
410,2022,MI,FT,DATA SCIENTIST,55000,GBP,71982,GB,0,GB,M,5998.5
411,2022,MI,FT,DATA SCIENTIST,35000,GBP,45807,GB,0,GB,M,3817.25
412,2022,MI,FT,DATA ENGINEER,60000,EUR,65949,GR,100,GR,M,5495.75
413,2022,MI,FT,DATA ENGINEER,45000,EUR,49461,GR,100,GR,M,4121.75
414,2022,MI,FT,DATA ENGINEER,60000,GBP,78526,GB,100,GB,M,6543.833333333333
415,2022,MI,FT,DATA ENGINEER,45000,GBP,58894,GB,100,GB,M,4907.833333333333
416,2022,SE,FT,DATA SCIENTIST,260000,USD,260000,US,100,US,M,21666.666666666668
417,2022,SE,FT,DATA SCIENCE ENGINEER,60000,USD,60000,AR,100,MX,L,5000.0
418,2022,MI,FT,DATA ENGINEER,63900,USD,63900,US,0,US,M,5325.0
419,2022,MI,FT,MACHINE LEARNING SCIENTIST,160000,USD,160000,US,100,US,L,13333.333333333334
420,2022,MI,FT,MACHINE LEARNING SCIENTIST,112300,USD,112300,US,100,US,L,9358.333333333334
421,2022,MI,FT,DATA SCIENCE MANAGER,241000,USD,241000,US,100,US,M,20083.333333333332
422,2022,MI,FT,DATA SCIENCE MANAGER,159000,USD,159000,US,100,US,M,13250.0
423,2022,SE,FT,DATA SCIENTIST,180000,USD,180000,US,0,US,M,15000.0
424,2022,SE,FT,DATA SCIENTIST,80000,USD,80000,US,0,US,M,6666.666666666667
425,2022,MI,FT,DATA ENGINEER,82900,USD,82900,US,0,US,M,6908.333333333333
426,2022,SE,FT,DATA ENGINEER,100800,USD,100800,US,100,US,L,8400.0
427,2022,MI,FT,DATA ENGINEER,45000,EUR,49461,ES,100,ES,M,4121.75
428,2022,SE,FT,DATA SCIENTIST,140400,USD,140400,US,0,US,L,11700.0
429,2022,MI,FT,DATA ANALYST,30000,GBP,39263,GB,100,GB,M,3271.9166666666665
430,2022,MI,FT,DATA ANALYST,40000,EUR,43966,ES,100,ES,M,3663.8333333333335
431,2022,MI,FT,DATA ANALYST,30000,EUR,32974,ES,100,ES,M,2747.8333333333335
432,2022,MI,FT,DATA ENGINEER,80000,EUR,87932,ES,100,ES,M,7327.666666666667
433,2022,MI,FT,DATA ENGINEER,70000,EUR,76940,ES,100,ES,M,6411.666666666667
434,2022,MI,FT,DATA ENGINEER,80000,GBP,104702,GB,100,GB,M,8725.166666666666
435,2022,MI,FT,DATA ENGINEER,70000,GBP,91614,GB,100,GB,M,7634.5
436,2022,MI,FT,DATA ENGINEER,60000,EUR,65949,ES,100,ES,M,5495.75
437,2022,MI,FT,DATA ENGINEER,80000,EUR,87932,GR,100,GR,M,7327.666666666667
438,2022,SE,FT,MACHINE LEARNING ENGINEER,189650,USD,189650,US,0,US,M,15804.166666666666
439,2022,SE,FT,MACHINE LEARNING ENGINEER,164996,USD,164996,US,0,US,M,13749.666666666666
440,2022,MI,FT,DATA ANALYST,40000,EUR,43966,GR,100,GR,M,3663.8333333333335
441,2022,MI,FT,DATA ANALYST,30000,EUR,32974,GR,100,GR,M,2747.8333333333335
442,2022,MI,FT,DATA ENGINEER,75000,GBP,98158,GB,100,GB,M,8179.833333333333
443,2022,MI,FT,DATA ENGINEER,60000,GBP,78526,GB,100,GB,M,6543.833333333333
444,2022,SE,FT,DATA SCIENTIST,215300,USD,215300,US,0,US,L,17941.666666666668
445,2022,MI,FT,DATA ENGINEER,70000,EUR,76940,GR,100,GR,M,6411.666666666667
446,2022,SE,FT,DATA ENGINEER,209100,USD,209100,US,100,US,L,17425.0
447,2022,SE,FT,DATA ENGINEER,154600,USD,154600,US,100,US,L,12883.333333333334
448,2022,SE,FT,DATA ENGINEER,180000,USD,180000,US,100,US,M,15000.0
449,2022,EN,FT,ML ENGINEER,20000,EUR,21983,PT,100,PT,L,1831.9166666666667
450,2022,SE,FT,DATA ENGINEER,80000,USD,80000,US,100,US,M,6666.666666666667
451,2022,MI,FT,MACHINE LEARNING DEVELOPER,100000,CAD,78791,CA,100,CA,M,6565.916666666667
452,2022,EX,FT,DIRECTOR OF DATA SCIENCE,250000,CAD,196979,CA,50,CA,L,16414.916666666668
453,2022,MI,FT,MACHINE LEARNING ENGINEER,120000,USD,120000,US,100,US,S,10000.0
454,2022,EN,FT,COMPUTER VISION ENGINEER,125000,USD,125000,US,0,US,M,10416.666666666666
455,2022,MI,FT,NLP ENGINEER,240000,CNY,37236,US,50,US,L,3103.0
456,2022,SE,FT,DATA ENGINEER,105000,USD,105000,US,100,US,M,8750.0
457,2022,SE,FT,LEAD MACHINE LEARNING ENGINEER,80000,EUR,87932,DE,0,DE,M,7327.666666666667
458,2022,MI,FT,BUSINESS DATA ANALYST,1400000,INR,18442,IN,100,IN,M,1536.8333333333333
459,2022,MI,FT,DATA SCIENTIST,2400000,INR,31615,IN,100,IN,L,2634.5833333333335
460,2022,MI,FT,MACHINE LEARNING INFRASTRUCTURE ENGINEER,53000,EUR,58255,PT,50,PT,L,4854.583333333333
461,2022,EN,FT,FINANCIAL DATA ANALYST,100000,USD,100000,US,50,US,L,8333.333333333334
462,2022,MI,PT,DATA ENGINEER,50000,EUR,54957,DE,50,DE,L,4579.75
463,2022,EN,FT,DATA SCIENTIST,1400000,INR,18442,IN,100,IN,M,1536.8333333333333
464,2022,SE,FT,PRINCIPAL DATA SCIENTIST,148000,EUR,162674,DE,100,DE,M,13556.166666666666
465,2022,EN,FT,DATA ENGINEER,120000,USD,120000,US,100,US,M,10000.0
466,2022,SE,FT,RESEARCH SCIENTIST,144000,USD,144000,US,50,US,L,12000.0
467,2022,SE,FT,DATA SCIENTIST,104890,USD,104890,US,100,US,M,8740.833333333334
468,2022,SE,FT,DATA ENGINEER,100000,USD,100000,US,100,US,M,8333.333333333334
469,2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,11666.666666666666
470,2022,MI,FT,DATA ANALYST,135000,USD,135000,US,100,US,M,11250.0
471,2022,MI,FT,DATA ANALYST,50000,USD,50000,US,100,US,M,4166.666666666667
472,2022,SE,FT,DATA SCIENTIST,220000,USD,220000,US,100,US,M,18333.333333333332
473,2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,11666.666666666666
474,2022,MI,FT,DATA SCIENTIST,140000,GBP,183228,GB,0,GB,M,15269.0
475,2022,MI,FT,DATA SCIENTIST,70000,GBP,91614,GB,0,GB,M,7634.5
476,2022,SE,FT,DATA SCIENTIST,185100,USD,185100,US,100,US,M,15425.0
477,2022,SE,FT,MACHINE LEARNING ENGINEER,220000,USD,220000,US,100,US,M,18333.333333333332
478,2022,MI,FT,DATA SCIENTIST,200000,USD,200000,US,100,US,M,16666.666666666668
479,2022,MI,FT,DATA SCIENTIST,120000,USD,120000,US,100,US,M,10000.0
480,2022,SE,FT,MACHINE LEARNING ENGINEER,120000,USD,120000,AE,100,AE,S,10000.0
481,2022,SE,FT,MACHINE LEARNING ENGINEER,65000,USD,65000,AE,100,AE,S,5416.666666666667
482,2022,EX,FT,DATA ENGINEER,324000,USD,324000,US,100,US,M,27000.0
483,2022,EX,FT,DATA ENGINEER,216000,USD,216000,US,100,US,M,18000.0
484,2022,SE,FT,DATA ENGINEER,210000,USD,210000,US,100,US,M,17500.0
485,2022,SE,FT,MACHINE LEARNING ENGINEER,120000,USD,120000,US,100,US,M,10000.0
486,2022,SE,FT,DATA SCIENTIST,230000,USD,230000,US,100,US,M,19166.666666666668
487,2022,EN,PT,DATA SCIENTIST,100000,USD,100000,DZ,50,DZ,M,8333.333333333334
488,2022,MI,FL,DATA SCIENTIST,100000,USD,100000,CA,100,US,M,8333.333333333334
489,2022,EN,CT,APPLIED MACHINE LEARNING SCIENTIST,29000,EUR,31875,TN,100,CZ,M,2656.25
490,2022,SE,FT,HEAD OF DATA,200000,USD,200000,MY,100,US,M,16666.666666666668
491,2022,MI,FT,PRINCIPAL DATA ANALYST,75000,USD,75000,CA,100,CA,S,6250.0
492,2022,MI,FT,DATA SCIENTIST,150000,PLN,35590,PL,100,PL,L,2965.8333333333335
493,2022,SE,FT,MACHINE LEARNING DEVELOPER,100000,CAD,78791,CA,100,CA,M,6565.916666666667
494,2022,SE,FT,DATA SCIENTIST,100000,USD,100000,BR,100,US,M,8333.333333333334
495,2022,MI,FT,MACHINE LEARNING SCIENTIST,153000,USD,153000,US,50,US,M,12750.0
496,2022,EN,FT,DATA ENGINEER,52800,EUR,58035,PK,100,DE,M,4836.25
497,2022,SE,FT,DATA SCIENTIST,165000,USD,165000,US,100,US,M,13750.0
498,2022,SE,FT,RESEARCH SCIENTIST,85000,EUR,93427,FR,50,FR,L,7785.583333333333
499,2022,EN,FT,DATA SCIENTIST,66500,CAD,52396,CA,100,CA,L,4366.333333333333
500,2022,SE,FT,MACHINE LEARNING ENGINEER,57000,EUR,62651,NL,100,NL,L,5220.916666666667
501,2022,MI,FT,HEAD OF DATA,30000,EUR,32974,EE,100,EE,S,2747.8333333333335
502,2022,EN,FT,DATA SCIENTIST,40000,USD,40000,JP,100,MY,L,3333.3333333333335
503,2022,MI,FT,MACHINE LEARNING ENGINEER,121000,AUD,87425,AU,100,AU,L,7285.416666666667
504,2022,SE,FT,DATA ENGINEER,115000,USD,115000,US,100,US,M,9583.333333333334
505,2022,EN,FT,DATA SCIENTIST,120000,AUD,86703,AU,50,AU,M,7225.25
506,2022,MI,FT,APPLIED MACHINE LEARNING SCIENTIST,75000,USD,75000,BO,100,US,L,6250.0
507,2022,MI,FT,RESEARCH SCIENTIST,59000,EUR,64849,AT,0,AT,L,5404.083333333333
508,2022,EN,FT,RESEARCH SCIENTIST,120000,USD,120000,US,100,US,L,10000.0
509,2022,MI,FT,APPLIED DATA SCIENTIST,157000,USD,157000,US,100,US,L,13083.333333333334
510,2022,EN,FT,COMPUTER VISION SOFTWARE ENGINEER,150000,USD,150000,AU,100,AU,S,12500.0
511,2022,MI,FT,BUSINESS DATA ANALYST,90000,CAD,70912,CA,50,CA,L,5909.333333333333
512,2022,EN,FT,DATA ENGINEER,65000,USD,65000,US,100,US,S,5416.666666666667
513,2022,SE,FT,MACHINE LEARNING ENGINEER,65000,EUR,71444,IE,100,IE,S,5953.666666666667
514,2022,EN,FT,DATA ANALYTICS ENGINEER,20000,USD,20000,PK,0,PK,M,1666.6666666666667
515,2022,MI,FT,DATA SCIENTIST,48000,USD,48000,RU,100,US,S,4000.0
516,2022,SE,FT,DATA SCIENCE MANAGER,152500,USD,152500,US,100,US,M,12708.333333333334
517,2022,MI,FT,DATA ENGINEER,62000,EUR,68147,FR,100,FR,M,5678.916666666667
518,2022,MI,FT,DATA SCIENTIST,115000,CHF,122346,CH,0,CH,L,10195.5
519,2022,SE,FT,APPLIED DATA SCIENTIST,380000,USD,380000,US,100,US,L,31666.666666666668
520,2022,MI,FT,DATA SCIENTIST,88000,CAD,69336,CA,100,CA,M,5778.0
521,2022,EN,FT,COMPUTER VISION ENGINEER,10000,USD,10000,PT,100,LU,M,833.3333333333334
522,2022,MI,FT,DATA ANALYST,20000,USD,20000,GR,100,GR,S,1666.6666666666667
523,2022,SE,FT,DATA ANALYTICS LEAD,405000,USD,405000,US,100,US,L,33750.0
524,2022,MI,FT,DATA SCIENTIST,135000,USD,135000,US,100,US,L,11250.0
525,2022,SE,FT,APPLIED DATA SCIENTIST,177000,USD,177000,US,100,US,L,14750.0
526,2022,MI,FT,DATA SCIENTIST,78000,USD,78000,US,100,US,M,6500.0
527,2022,SE,FT,DATA ANALYST,135000,USD,135000,US,100,US,M,11250.0
528,2022,SE,FT,DATA ANALYST,100000,USD,100000,US,100,US,M,8333.333333333334
529,2022,SE,FT,DATA ANALYST,90320,USD,90320,US,100,US,M,7526.666666666667
530,2022,MI,FT,DATA ANALYST,85000,USD,85000,CA,0,CA,M,7083.333333333333
531,2022,MI,FT,DATA ANALYST,75000,USD,75000,CA,0,CA,M,6250.0
532,2022,SE,FT,MACHINE LEARNING ENGINEER,214000,USD,214000,US,100,US,M,17833.333333333332
533,2022,SE,FT,MACHINE LEARNING ENGINEER,192600,USD,192600,US,100,US,M,16050.0
534,2022,SE,FT,DATA ARCHITECT,266400,USD,266400,US,100,US,M,22200.0
535,2022,SE,FT,DATA ARCHITECT,213120,USD,213120,US,100,US,M,17760.0
536,2022,SE,FT,DATA ANALYST,112900,USD,112900,US,100,US,M,9408.333333333334
537,2022,SE,FT,DATA ENGINEER,155000,USD,155000,US,100,US,M,12916.666666666666
538,2022,MI,FT,DATA SCIENTIST,141300,USD,141300,US,0,US,M,11775.0
539,2022,MI,FT,DATA SCIENTIST,102100,USD,102100,US,0,US,M,8508.333333333334
540,2022,SE,FT,DATA ANALYST,115934,USD,115934,US,100,US,M,9661.166666666666
541,2022,SE,FT,DATA ANALYST,81666,USD,81666,US,100,US,M,6805.5
542,2022,MI,FT,DATA ENGINEER,206699,USD,206699,US,0,US,M,17224.916666666668
543,2022,MI,FT,DATA ENGINEER,99100,USD,99100,US,0,US,M,8258.333333333334
544,2022,SE,FT,DATA ENGINEER,130000,USD,130000,US,100,US,M,10833.333333333334
545,2022,SE,FT,DATA ENGINEER,115000,USD,115000,US,100,US,M,9583.333333333334
546,2022,SE,FT,DATA ENGINEER,110500,USD,110500,US,100,US,M,9208.333333333334
547,2022,SE,FT,DATA ENGINEER,130000,USD,130000,US,100,US,M,10833.333333333334
548,2022,SE,FT,DATA ANALYST,99050,USD,99050,US,100,US,M,8254.166666666666
549,2022,SE,FT,DATA ENGINEER,160000,USD,160000,US,100,US,M,13333.333333333334
550,2022,SE,FT,DATA SCIENTIST,205300,USD,205300,US,0,US,L,17108.333333333332
551,2022,SE,FT,DATA SCIENTIST,140400,USD,140400,US,0,US,L,11700.0
552,2022,SE,FT,DATA SCIENTIST,176000,USD,176000,US,100,US,M,14666.666666666666
553,2022,SE,FT,DATA SCIENTIST,144000,USD,144000,US,100,US,M,12000.0
554,2022,SE,FT,DATA ENGINEER,200100,USD,200100,US,100,US,M,16675.0
555,2022,SE,FT,DATA ENGINEER,160000,USD,160000,US,100,US,M,13333.333333333334
556,2022,SE,FT,DATA ENGINEER,145000,USD,145000,US,100,US,M,12083.333333333334
557,2022,SE,FT,DATA ENGINEER,70500,USD,70500,US,0,US,M,5875.0
558,2022,SE,FT,DATA SCIENTIST,205300,USD,205300,US,0,US,M,17108.333333333332
559,2022,SE,FT,DATA SCIENTIST,140400,USD,140400,US,0,US,M,11700.0
560,2022,SE,FT,ANALYTICS ENGINEER,205300,USD,205300,US,0,US,M,17108.333333333332
561,2022,SE,FT,ANALYTICS ENGINEER,184700,USD,184700,US,0,US,M,15391.666666666666
562,2022,SE,FT,DATA ENGINEER,175100,USD,175100,US,100,US,M,14591.666666666666
563,2022,SE,FT,DATA ENGINEER,140250,USD,140250,US,100,US,M,11687.5
564,2022,SE,FT,DATA ANALYST,116150,USD,116150,US,100,US,M,9679.166666666666
565,2022,SE,FT,DATA ENGINEER,54000,USD,54000,US,0,US,M,4500.0
566,2022,SE,FT,DATA ANALYST,170000,USD,170000,US,100,US,M,14166.666666666666
567,2022,MI,FT,DATA ANALYST,50000,GBP,65438,GB,0,GB,M,5453.166666666667
568,2022,SE,FT,DATA ANALYST,80000,USD,80000,US,100,US,M,6666.666666666667
569,2022,SE,FT,DATA SCIENTIST,140000,USD,140000,US,100,US,M,11666.666666666666
