Edad,Ingreso_Anual,Puntuacion_Gasto,Indice_Ahorro,Historial_Credito,target_column
44,84935,23,22447,0.83,Estándar
39,73042,23,18606,0.71,Estándar
40,79803,43,21774,0.79,Estándar
30,67160,56,17355,0.78,Estándar
37,79918,39,21987,0.75,Estándar
28,78997,93,14997,0.59,Estándar
50,95848,23,23248,0.8,Premium
52,101559,69,24155,0.68,Estándar
17,39874,55,14595,0.75,Bajo Perfil
28,62790,70,14273,1.0,Estándar
22,44841,53,6991,0.57,Bajo Perfil
32,56858,80,13080,0.83,Estándar
38,68498,83,16327,0.75,Estándar
22,53087,82,13155,0.72,Estándar
28,48414,1,12289,0.67,Estándar
27,62567,90,12148,0.54,Estándar
42,83460,31,21103,0.59,Estándar
40,69556,44,19173,0.96,Estándar
31,63811,77,12957,0.82,Estándar
42,80419,33,17576,0.54,Estándar
33,75522,81,14914,0.59,Estándar
36,67532,32,17249,0.61,Estándar
60,120374,25,28763,0.98,Premium
56,101492,100,20283,0.65,Estándar
24,53105,47,12452,0.65,Estándar
49,77341,88,14950,0.84,Estándar
49,67604,20,18291,0.58,Estándar
26,55493,19,18539,0.35,Bajo Perfil
49,80162,82,20580,0.41,Bajo Perfil
58,97943,93,16331,0.75,Premium
26,56620,39,15762,0.63,Estándar
28,70905,86,17448,0.68,Estándar
52,95878,32,22333,0.94,Premium
43,81947,51,18949,0.41,Bajo Perfil
46,84319,36,22062,0.86,Estándar
44,88022,28,22683,0.63,Estándar
44,105108,8,24771,0.79,Premium
24,60042,30,15861,0.72,Estándar
52,88475,67,20906,0.81,Premium
54,103033,21,23145,0.69,Estándar
37,69034,82,14500,0.83,Estándar
39,85568,96,15978,0.98,Premium
21,50666,21,15133,0.56,Estándar
46,92179,53,21408,0.93,Premium
46,96555,97,17507,0.5,Estándar
39,94397,93,19002,0.69,Estándar
53,94144,83,17366,0.85,Premium
35,55881,58,13833,0.72,Estándar
46,75498,18,17268,0.57,Estándar
27,57314,66,16157,0.63,Estándar
39,82530,18,17912,0.38,Bajo Perfil
37,74070,62,14410,0.65,Estándar
42,82795,33,20341,0.79,Estándar
35,62156,1,17005,1.0,Estándar
38,78509,4,20286,0.88,Estándar
49,95777,82,23627,0.62,Estándar
34,55153,5,16625,0.64,Estándar
20,65862,66,12353,0.48,Bajo Perfil
60,116432,16,27419,0.58,Estándar
56,105997,48,26097,0.79,Premium
24,73379,4,19423,0.69,Estándar
48,87961,45,17618,0.68,Estándar
33,71802,28,18486,0.8,Estándar
43,72352,14,15486,0.7,Estándar
43,98367,6,22311,0.62,Estándar
37,80825,30,20422,0.73,Estándar
30,59397,43,14787,0.6,Estándar
31,61497,57,10287,0.78,Estándar
29,71243,55,22145,0.58,Estándar
30,77406,6,17254,0.53,Estándar
39,73990,55,14269,1.0,Estándar
31,72815,41,16222,0.67,Estándar
48,84640,36,20152,0.5,Estándar
57,110293,43,23603,0.8,Premium
33,69793,37,15706,0.77,Estándar
42,69756,6,21421,0.83,Estándar
45,83352,22,22240,0.6,Estándar
45,94170,66,24772,0.69,Estándar
40,83807,25,23759,0.7,Estándar
48,82272,76,18730,0.6,Estándar
45,79055,30,21030,0.75,Estándar
25,43926,75,10011,0.73,Bajo Perfil
50,88433,41,20509,0.73,Estándar
50,96453,68,27414,0.76,Premium
30,70983,61,14004,0.91,Estándar
40,66226,17,17466,0.69,Estándar
48,93086,78,20413,0.64,Estándar
37,66578,12,13456,0.63,Estándar
52,98029,90,20059,0.58,Estándar
68,136588,47,30362,0.86,Premium
30,55284,58,14417,0.55,Estándar
23,54622,49,16962,0.83,Estándar
43,60831,16,20394,0.54,Estándar
48,96361,65,18780,0.62,Estándar
37,71820,75,14952,0.7,Estándar
57,114891,45,23532,0.62,Estándar
23,52911,74,13155,0.6,Estándar
48,96197,83,18844,0.8,Premium
32,83328,40,19020,0.68,Estándar
60,115002,78,23770,0.66,Estándar
63,119998,41,25286,0.64,Estándar
30,74621,95,15541,0.45,Bajo Perfil
33,72519,84,14974,0.98,Estándar
50,88959,19,22628,0.7,Estándar
35,52168,68,16295,0.71,Estándar
39,73527,53,18382,0.88,Estándar
40,85192,91,19560,0.79,Premium
16,40575,46,12018,0.69,Bajo Perfil
39,77007,30,16598,0.93,Estándar
31,64710,65,14629,0.88,Estándar
34,66612,12,18065,0.64,Estándar
57,110801,22,26002,0.93,Premium
24,60501,63,12895,0.66,Estándar
49,92539,2,25432,0.74,Estándar
36,79652,96,14923,0.7,Estándar
36,74398,20,19839,0.57,Estándar
49,94587,78,21999,0.77,Premium
44,83185,14,17658,0.86,Estándar
46,85664,92,19028,0.8,Premium
51,92710,74,23406,0.82,Premium
36,72930,81,18559,0.5,Estándar
32,72144,5,20710,0.63,Estándar
26,54931,9,11928,0.77,Estándar
30,65373,43,16858,0.62,Estándar
75,141558,100,30470,0.39,Bajo Perfil
54,109729,12,27758,0.39,Bajo Perfil
23,46305,77,12893,0.84,Estándar
24,75065,81,13089,0.52,Estándar
45,92584,89,18860,0.23,Bajo Perfil
46,85083,7,23896,0.53,Estándar
46,74057,98,15979,0.57,Estándar
36,80995,47,20262,0.59,Estándar
38,80353,43,18330,0.61,Estándar
43,77096,78,15498,0.86,Estándar
41,82372,10,20729,0.77,Estándar
13,28301,23,9222,0.33,Bajo Perfil
37,64560,30,15359,0.74,Estándar
29,61125,94,7880,0.84,Estándar
42,81216,16,19254,0.92,Estándar
75,144441,97,31595,0.92,Premium
44,86026,64,19744,0.56,Estándar
36,70350,34,16278,0.76,Estándar
51,90633,91,20330,0.67,Estándar
45,89645,31,19605,0.37,Bajo Perfil
45,67519,23,20065,0.58,Estándar
47,91389,98,17917,0.64,Estándar
64,129820,48,29096,0.83,Premium
26,67012,73,10751,0.43,Bajo Perfil
45,104321,46,22434,0.38,Bajo Perfil
28,56416,58,14658,0.9,Estándar
46,92681,48,21588,0.81,Premium
28,60681,11,17120,0.41,Bajo Perfil
34,80750,27,21206,0.64,Estándar
36,73219,22,19508,0.62,Estándar
51,105056,53,25609,0.73,Estándar
51,88701,13,21138,0.76,Premium
25,56314,9,20749,0.72,Estándar
40,77537,3,19339,1.0,Estándar
31,76273,71,15979,0.81,Estándar
24,48060,84,11679,0.69,Estándar
37,71754,35,19569,0.65,Estándar
36,72458,44,13918,0.66,Estándar
69,108488,27,21830,0.53,Estándar
45,85075,79,18737,0.8,Premium
23,55185,79,10039,0.52,Estándar
33,81974,9,19394,0.65,Estándar
52,95430,70,18004,0.69,Estándar
65,116391,83,23938,0.86,Premium
20,45441,63,10555,0.71,Estándar
17,41599,26,8996,0.7,Bajo Perfil
62,110557,37,24588,0.92,Premium
44,85202,78,16430,0.51,Estándar
29,66087,77,12126,0.63,Estándar
46,93830,45,19537,0.96,Premium
8,28860,96,6223,0.77,Bajo Perfil
40,81645,44,16366,0.82,Estándar
43,80839,26,20772,0.8,Estándar
51,90636,63,18474,0.55,Estándar
27,70135,45,15709,0.52,Estándar
41,81508,69,24142,0.75,Estándar
28,57491,19,16542,0.67,Estándar
43,86607,18,24260,0.76,Premium
29,72194,99,17325,0.59,Estándar
35,67931,67,16105,0.75,Estándar
28,64954,43,16853,0.95,Estándar
47,94928,56,22241,0.67,Estándar
50,96360,69,21759,0.7,Estándar
37,75449,46,18132,0.66,Estándar
40,94534,40,21742,0.97,Premium
22,50279,68,13019,0.6,Estándar
36,73495,28,17998,0.59,Estándar
39,75166,61,20579,0.67,Estándar
71,129581,14,26571,0.69,Estándar
26,46277,40,14416,0.68,Estándar
57,114196,61,24156,0.83,Premium
51,85971,40,23129,0.69,Estándar
43,87937,71,22551,0.64,Estándar
61,106832,43,25089,0.86,Premium
44,98892,30,23051,0.86,Premium
44,88341,44,22176,0.65,Estándar
39,59510,60,12577,0.8,Estándar
54,99186,21,23427,0.68,Estándar
53,102975,2,23448,1.0,Premium
32,65631,1,20240,0.3,Bajo Perfil
24,47840,53,13437,0.8,Estándar
37,54410,53,14112,0.6,Estándar
30,80482,100,15663,0.97,Estándar
39,99770,79,19719,0.77,Premium
54,92670,47,22571,0.87,Premium
34,72985,41,19643,0.9,Estándar
39,74758,67,16874,1.0,Estándar
40,88021,34,18861,0.6,Estándar
50,92680,75,21354,0.97,Premium
13,37045,54,8992,0.96,Bajo Perfil
32,57395,7,14956,0.63,Estándar
42,76921,84,16973,0.79,Estándar
54,108032,58,24022,0.87,Premium
34,75779,29,19673,0.55,Estándar
17,44441,25,13035,0.63,Bajo Perfil
47,101456,4,27267,1.0,Premium
32,57874,14,17302,0.72,Estándar
25,48353,33,12873,0.62,Estándar
32,66647,17,15604,0.88,Estándar
37,83441,17,25181,0.62,Estándar
32,81053,17,19042,1.0,Estándar
13,20379,53,2529,0.57,Bajo Perfil
50,89760,73,20430,0.88,Premium
55,112658,55,24463,0.79,Premium
47,79718,70,19470,0.55,Estándar
26,41550,66,7392,0.51,Bajo Perfil
37,73207,85,17376,0.75,Estándar
39,87849,15,23447,0.94,Premium
47,92103,3,21187,0.64,Estándar
48,101921,25,25139,0.93,Premium
31,79939,56,19129,0.78,Estándar
40,89710,18,20952,0.76,Premium
45,99086,95,24064,0.82,Premium
57,92850,11,25104,0.48,Bajo Perfil
48,87666,51,18280,0.63,Estándar
49,85892,66,16065,0.58,Estándar
41,78442,93,11018,0.66,Estándar
56,111908,47,26544,0.74,Estándar
44,92658,10,24799,0.61,Estándar
29,61649,92,15784,0.65,Estándar
56,113951,87,21152,0.88,Premium
48,81316,73,18974,0.66,Estándar
34,89347,43,20584,0.5,Bajo Perfil
34,77128,61,16009,0.65,Estándar
43,97076,29,26806,0.47,Bajo Perfil
45,84202,84,18488,0.84,Estándar
42,76627,79,15047,0.66,Estándar
43,96204,67,19738,0.68,Estándar
60,111239,89,20122,0.81,Premium
52,93639,70,21295,0.82,Premium
42,83757,62,19880,0.72,Estándar
51,93949,20,26501,0.65,Estándar
27,62995,40,18665,0.54,Estándar
44,96259,82,20969,0.6,Estándar
61,111851,54,27892,0.8,Premium
37,58749,70,12922,0.5,Bajo Perfil
29,56959,8,13836,0.56,Estándar
32,65631,19,16559,0.67,Estándar
26,57894,77,16990,0.61,Estándar
30,49003,25,14898,0.9,Estándar
35,68782,47,16708,0.53,Estándar
23,53819,72,13608,0.92,Estándar
40,74211,76,17235,0.59,Estándar
50,94716,79,19210,0.65,Estándar
29,73802,3,21352,0.74,Estándar
58,102609,38,23576,0.79,Premium
46,75013,71,14260,0.82,Estándar
52,115127,95,23700,0.3,Bajo Perfil
32,63148,3,16849,0.76,Estándar
50,92942,58,24205,0.7,Estándar
26,59258,90,14041,0.52,Estándar
50,84045,100,17056,0.75,Estándar
42,84927,1,22421,0.72,Estándar
46,85089,94,19396,0.81,Premium
25,59386,11,20630,0.86,Estándar
29,67935,35,20468,0.63,Estándar
47,99999,82,22548,0.84,Premium
28,76024,2,20021,0.62,Estándar
45,85796,71,18399,1.0,Premium
23,49985,89,11283,0.51,Estándar
50,85189,49,21452,0.6,Estándar
25,61972,66,10524,0.74,Estándar
46,89083,75,19557,0.63,Estándar
47,89147,52,20951,0.68,Estándar
31,56621,41,17372,0.43,Bajo Perfil
46,83625,8,24013,0.93,Estándar
43,89366,88,22962,0.6,Estándar
33,76893,89,13801,0.58,Estándar
27,62455,44,13918,0.78,Estándar
16,44615,90,9926,0.41,Bajo Perfil
44,96202,22,19950,0.62,Estándar
21,58360,73,12547,0.6,Estándar
41,88318,94,21454,0.7,Estándar
36,67721,27,18233,0.56,Estándar
48,109677,58,22862,0.78,Premium
36,86410,3,23484,0.6,Estándar
36,77396,7,18467,0.89,Estándar
48,86798,53,17357,0.6,Estándar
44,78692,80,13915,0.79,Estándar
43,87976,91,18799,0.58,Estándar
45,89633,41,19666,0.54,Estándar
21,49617,31,16097,0.46,Bajo Perfil
49,85092,47,22134,0.76,Premium
47,93370,76,18778,0.73,Estándar
27,59186,64,14462,1.0,Estándar
37,63615,94,11920,0.96,Estándar
39,78589,36,18597,0.91,Estándar
38,84504,45,18945,0.82,Estándar
44,88831,23,19336,0.6,Estándar
57,102903,68,18360,0.58,Estándar
52,111655,45,24067,0.83,Premium
24,50213,4,18277,0.65,Estándar
47,93496,1,21777,0.77,Premium
55,98372,30,23532,0.71,Estándar
44,86630,70,18720,0.81,Premium
53,96111,32,21701,0.79,Premium
64,126177,30,32342,0.8,Premium
52,100505,52,24183,0.96,Premium
42,84970,71,17704,0.82,Estándar
52,94995,57,19339,0.59,Estándar
41,80269,71,19574,0.99,Estándar
40,85694,13,20922,0.58,Estándar
35,78331,8,27207,0.77,Estándar
58,109006,95,23294,0.6,Estándar
30,70837,66,18203,0.64,Estándar
58,118073,63,25134,0.84,Premium
45,92098,65,22589,0.54,Estándar
23,39729,7,12820,0.79,Bajo Perfil
44,87865,60,20799,0.62,Estándar
14,56990,86,13777,0.64,Estándar
47,98280,3,24028,0.88,Premium
50,95026,71,18471,1.0,Premium
32,73943,6,23491,0.87,Estándar
41,79143,27,20071,0.66,Estándar
63,118953,68,25415,0.77,Premium
33,75462,70,14754,0.77,Estándar
27,72433,46,14727,0.81,Estándar
57,92675,95,17623,0.71,Estándar
63,105321,78,23240,0.81,Premium
40,76822,91,17302,1.0,Estándar
52,103780,10,23643,0.78,Premium
56,112015,76,23835,0.65,Estándar
31,67318,51,16717,0.57,Estándar
34,55635,29,14443,0.98,Estándar
54,111172,20,27325,0.68,Estándar
60,113208,59,27082,0.44,Bajo Perfil
46,92533,9,23084,0.4,Bajo Perfil
29,44763,33,10176,0.7,Bajo Perfil
63,126185,13,33754,0.84,Premium
33,68092,62,18456,0.62,Estándar
35,82222,87,15030,0.62,Estándar
44,92406,28,23515,1.0,Premium
58,101914,72,22305,0.55,Estándar
50,98285,98,18903,0.58,Estándar
44,94820,8,22893,0.7,Estándar
45,73691,81,11516,0.71,Estándar
40,87888,74,15599,0.59,Estándar
46,78538,63,18033,0.87,Estándar
9,26517,1,10550,0.73,Bajo Perfil
36,64906,99,14254,0.68,Estándar
42,101248,6,26204,0.45,Bajo Perfil
26,60578,54,12503,0.62,Estándar
44,70396,83,15957,0.54,Estándar
37,69770,83,13062,0.46,Bajo Perfil
61,105940,52,18664,0.72,Estándar
58,107826,22,30660,0.72,Estándar
34,65085,47,17625,0.79,Estándar
38,65230,28,15371,0.56,Estándar
39,89614,100,17398,0.75,Estándar
34,70273,3,19879,0.81,Estándar
42,81578,89,21376,0.76,Estándar
30,78054,50,14186,0.53,Estándar
26,74199,83,16015,0.64,Estándar
47,89914,43,21435,0.56,Estándar
47,81630,80,22973,0.72,Estándar
30,65044,41,12002,0.55,Estándar
50,113450,76,26181,0.9,Premium
32,61042,15,18412,0.65,Estándar
43,76408,61,16412,0.59,Estándar
49,95368,78,21769,0.56,Estándar
39,77844,62,20168,0.58,Estándar
45,89827,10,21850,0.69,Estándar
33,71215,84,14539,0.69,Estándar
37,74436,2,23772,0.79,Estándar
37,71373,64,17202,0.83,Estándar
31,63441,40,16879,0.77,Estándar
37,66795,4,18260,0.73,Estándar
21,49640,98,7488,0.5,Estándar
34,69984,38,18980,0.53,Estándar
36,71377,43,16853,0.6,Estándar
36,77576,87,16919,0.54,Estándar
37,73779,30,18932,0.66,Estándar
39,79801,100,14941,0.99,Estándar
45,87296,30,17438,0.57,Estándar
50,95702,55,23370,0.9,Premium
32,59578,43,16999,0.86,Estándar
25,49783,36,11083,0.61,Estándar
27,69395,6,18800,0.55,Estándar
34,73676,38,12227,0.7,Estándar
35,64234,62,14485,0.67,Estándar
30,50678,63,11911,0.79,Estándar
24,63146,67,15307,0.76,Estándar
34,76284,59,15732,0.55,Estándar
42,79381,9,18620,0.6,Estándar
47,91191,85,25803,0.7,Estándar
33,71064,95,16652,0.86,Estándar
35,65302,73,13817,0.71,Estándar
28,62014,78,15076,0.65,Estándar
39,77739,2,21021,0.65,Estándar
29,55843,96,12590,0.8,Estándar
46,90627,98,17051,0.61,Estándar
18,49404,98,5072,0.52,Estándar
35,63815,13,16289,0.69,Estándar
43,91448,82,18521,0.87,Premium
42,78404,19,25067,0.78,Estándar
72,122610,2,29580,0.71,Estándar
44,91938,59,22090,0.79,Premium
27,66132,22,16117,0.81,Estándar
38,70344,33,16344,0.48,Bajo Perfil
18,50493,68,12295,0.73,Estándar
39,81923,96,17738,0.85,Estándar
30,61809,10,17561,0.81,Estándar
50,99647,22,25673,0.54,Estándar
33,54339,72,10068,0.65,Estándar
38,72075,61,17011,0.85,Estándar
32,74897,28,20813,0.65,Estándar
60,106176,30,19520,0.64,Estándar
36,65467,56,17376,0.59,Estándar
61,90094,53,18011,0.44,Bajo Perfil
49,101697,72,22013,0.63,Estándar
45,81956,95,17848,0.7,Estándar
44,73671,24,19418,0.55,Estándar
44,88928,33,21367,0.81,Premium
16,56760,51,14192,0.59,Estándar
36,74616,17,19263,0.67,Estándar
50,79207,36,19358,0.8,Estándar
39,72304,43,17842,0.78,Estándar
23,62435,68,12337,0.5,Estándar
39,80212,99,18981,0.94,Estándar
60,99384,51,22155,0.64,Estándar
54,121334,1,27914,0.71,Estándar
39,73919,46,19521,0.85,Estándar
51,94614,45,18259,0.64,Estándar
35,69890,51,17418,0.76,Estándar
19,55538,17,15514,0.84,Estándar
28,60154,11,17473,0.66,Estándar
58,92064,17,21414,0.47,Bajo Perfil
36,59126,75,10915,0.68,Estándar
37,70785,57,15919,0.69,Estándar
36,75629,66,16056,0.63,Estándar
62,108867,97,22420,0.72,Estándar
59,113347,43,24856,0.87,Premium
66,130508,41,25600,0.72,Estándar
38,66974,19,15754,0.84,Estándar
43,86133,74,18712,0.74,Estándar
21,47475,100,13163,0.67,Estándar
57,99333,30,24388,0.42,Bajo Perfil
25,53188,80,10842,0.88,Estándar
42,88646,14,21581,0.95,Premium
26,59672,19,18139,0.4,Bajo Perfil
32,63845,65,15791,0.8,Estándar
29,78768,82,18858,0.72,Estándar
32,65125,33,15994,0.76,Estándar
33,72273,32,14727,0.57,Estándar
33,68739,74,17164,0.83,Estándar
50,82712,27,19514,0.69,Estándar
26,56560,74,9731,0.46,Bajo Perfil
42,78372,53,16756,0.65,Estándar
54,97503,73,23179,0.87,Premium
33,85549,81,21447,0.51,Estándar
31,61529,49,13020,0.6,Estándar
37,76205,73,13676,0.63,Estándar
54,107552,16,27712,0.68,Estándar
42,76869,78,16616,0.67,Estándar
33,61451,25,16167,0.43,Bajo Perfil
45,89731,70,16980,0.47,Bajo Perfil
26,59235,35,18845,0.74,Estándar
48,96038,30,20239,0.71,Estándar
44,72775,37,19349,0.61,Estándar
36,87002,26,22643,0.96,Premium
29,63984,15,16758,0.55,Estándar
29,71705,50,16244,0.42,Bajo Perfil
46,108375,11,25624,0.95,Premium
54,99890,99,19966,0.77,Premium
32,61005,34,14299,0.63,Estándar
45,84498,15,21932,0.46,Bajo Perfil
14,39581,95,7365,0.71,Bajo Perfil
32,69361,87,14264,0.69,Estándar
39,88774,23,17047,0.47,Bajo Perfil
29,63569,72,14566,0.75,Estándar
28,72181,35,20130,0.57,Estándar
31,75851,34,16165,0.82,Estándar
43,85689,52,20503,0.89,Premium
37,63023,81,14503,0.61,Estándar
13,46648,59,14156,0.55,Estándar
14,46570,87,12087,0.82,Estándar
32,66207,97,10011,0.58,Estándar
45,79225,9,20704,0.45,Bajo Perfil
7,29979,14,10381,0.93,Bajo Perfil
34,74955,81,17130,0.8,Estándar
33,59787,6,16893,0.77,Estándar
56,94415,31,20987,0.72,Estándar
35,97389,78,15880,0.91,Premium
44,76866,87,16164,0.75,Estándar
41,75841,8,19107,0.6,Estándar
14,53918,80,10655,0.73,Estándar
49,85738,55,18952,0.64,Estándar
42,74737,18,17799,0.79,Estándar
46,96495,94,18759,0.63,Estándar
87,135667,25,32542,0.86,Premium
14,36869,46,12399,0.37,Bajo Perfil
60,115308,38,27638,0.89,Premium
36,86113,65,18805,0.8,Premium
43,88559,62,19947,0.66,Estándar
39,82244,20,18495,0.64,Estándar
34,72233,4,20230,0.55,Estándar
33,79948,47,22600,0.66,Estándar
43,94917,75,20578,0.72,Estándar
21,55012,5,15435,0.6,Estándar
49,94914,16,23857,0.65,Estándar
35,64733,68,13611,0.71,Estándar
26,52731,91,10301,0.75,Estándar
34,55654,1,17807,0.85,Estándar
55,100905,97,22964,0.69,Estándar
33,60508,43,12018,1.0,Estándar
44,79559,76,12194,0.86,Estándar
31,76030,43,17984,0.58,Estándar
49,100464,60,21980,0.43,Bajo Perfil
48,86946,39,19406,0.77,Premium
62,109813,15,25945,1.0,Premium
37,93285,17,22211,0.63,Estándar
48,85254,77,19053,0.68,Estándar
41,87106,25,23969,0.36,Bajo Perfil
55,114869,63,23871,0.56,Estándar
31,68359,15,16932,0.65,Estándar
48,95277,11,24096,0.6,Estándar
37,61918,24,14805,0.7,Estándar
39,75246,62,15112,0.87,Estándar
41,82958,38,19586,0.57,Estándar
43,96045,79,21116,0.75,Premium
38,72605,5,19095,0.71,Estándar
42,84184,29,22873,0.2,Bajo Perfil
58,116988,9,28264,0.7,Estándar
51,105126,46,23230,0.62,Estándar
50,98270,71,22100,1.0,Premium
34,66150,29,18723,0.68,Estándar
29,67784,25,19583,0.74,Estándar
51,97719,17,23291,0.77,Premium
50,85340,56,23261,0.65,Estándar
57,103846,54,22039,0.66,Estándar
32,72420,81,17516,0.81,Estándar
37,87602,74,18387,0.71,Estándar
20,43879,16,14322,0.82,Bajo Perfil
35,79375,95,16952,0.76,Estándar
51,91740,11,23730,0.46,Bajo Perfil
34,70544,59,18017,0.67,Estándar
47,87287,26,24368,0.8,Premium
37,90996,65,22051,0.95,Premium
43,89689,62,20357,0.96,Premium
26,65427,13,18116,0.54,Estándar
41,75876,63,19919,0.88,Estándar
4,30249,58,5360,0.67,Bajo Perfil
37,65951,68,10415,0.68,Estándar
20,29724,2,8980,0.62,Bajo Perfil
54,97404,85,17338,0.75,Premium
49,104353,71,20429,0.73,Estándar
45,84218,48,18431,0.38,Bajo Perfil
58,112330,2,28630,0.49,Bajo Perfil
28,83016,96,15389,0.66,Estándar
60,109304,19,26980,0.78,Premium
51,110679,10,26876,0.84,Premium
37,58643,56,14093,1.0,Estándar
53,94813,72,18923,0.78,Premium
26,62959,20,17024,0.72,Estándar
30,63928,7,23256,0.71,Estándar
32,72463,45,17941,0.63,Estándar
33,61606,59,11800,0.84,Estándar
27,76979,86,14887,0.36,Bajo Perfil
54,113326,39,23751,0.49,Bajo Perfil
36,79449,34,17289,0.48,Bajo Perfil
44,77965,77,15262,0.71,Estándar
33,69648,2,17962,0.71,Estándar
18,55466,94,13013,0.73,Estándar
43,79867,77,16524,0.81,Estándar
17,57708,53,11113,0.54,Estándar
39,81793,49,17206,0.56,Estándar
23,53274,56,14047,0.64,Estándar
63,122256,53,26566,0.63,Estándar
50,88559,84,15871,1.0,Premium
41,79062,27,15968,0.9,Estándar
55,98093,47,25209,0.64,Estándar
29,50614,58,12708,0.83,Estándar
46,72357,88,15139,0.47,Bajo Perfil
42,75858,91,18886,0.59,Estándar
43,78664,26,21974,0.6,Estándar
55,107767,30,25464,1.0,Premium
48,89089,28,21596,0.75,Premium
43,89602,39,15795,0.34,Bajo Perfil
20,37004,93,11239,0.6,Bajo Perfil
28,64671,61,14900,0.73,Estándar
38,65317,37,16130,0.57,Estándar
41,77570,92,18163,0.46,Bajo Perfil
26,66675,90,15002,0.59,Estándar
68,119330,98,25376,0.85,Premium
58,98512,52,20615,0.57,Estándar
47,100498,23,25257,0.39,Bajo Perfil
40,87171,57,18297,0.71,Estándar
37,87135,21,21647,0.77,Premium
28,52044,76,14965,0.68,Estándar
40,65712,26,16416,0.59,Estándar
43,96586,88,19595,0.75,Estándar
25,47136,82,8780,0.62,Estándar
44,85935,80,19001,0.51,Estándar
38,76059,72,17177,0.68,Estándar
17,40213,51,11333,0.55,Bajo Perfil
29,53668,54,14106,0.65,Estándar
35,69583,7,16678,0.6,Estándar
62,120415,19,30797,0.57,Estándar
46,84415,80,17101,0.69,Estándar
23,44654,23,11716,0.81,Bajo Perfil
45,88209,47,24608,0.61,Estándar
21,35352,36,10022,0.46,Bajo Perfil
52,100396,72,22552,0.48,Bajo Perfil
34,75881,85,15388,0.3,Bajo Perfil
38,73323,40,15875,0.63,Estándar
55,108974,29,25068,0.72,Estándar
24,55368,36,17527,0.77,Estándar
23,52348,31,14676,0.8,Estándar
32,59739,35,17649,0.63,Estándar
52,105631,49,24231,0.71,Estándar
21,47685,16,13285,0.85,Estándar
6,26906,34,8611,0.86,Bajo Perfil
34,76390,67,18339,0.8,Estándar
46,82245,66,18544,0.69,Estándar
54,94928,3,20409,0.79,Premium
34,71108,10,18336,0.75,Estándar
35,59670,22,14163,0.44,Bajo Perfil
53,102494,32,25225,0.77,Premium
17,45238,31,7609,0.68,Estándar
35,59152,32,13297,0.65,Estándar
42,65734,32,19687,0.6,Estándar
45,83097,64,17912,0.65,Estándar
33,66265,33,17850,0.73,Estándar
40,89996,84,19530,0.75,Estándar
10,51829,32,15621,0.75,Estándar
32,61222,59,13578,0.69,Estándar
45,80673,50,20638,0.64,Estándar
28,73428,29,17428,0.71,Estándar
40,83007,28,22858,0.35,Bajo Perfil
45,115889,88,24459,0.6,Estándar
35,70782,48,14772,0.59,Estándar
42,90876,60,20939,0.94,Premium
28,80856,59,17013,0.55,Estándar
37,65663,52,16606,0.55,Estándar
47,82797,75,19479,0.63,Estándar
41,84861,22,15314,0.62,Estándar
32,67626,96,7860,0.85,Estándar
42,84252,51,17459,0.65,Estándar
48,85892,96,17529,0.64,Estándar
15,42242,60,9615,0.89,Bajo Perfil
53,96575,76,21281,0.69,Estándar
35,76811,63,15531,0.71,Estándar
45,95004,8,22096,0.63,Estándar
54,88974,24,19715,0.79,Premium
23,64638,65,14102,0.73,Estándar
31,66724,25,17408,0.8,Estándar
36,81586,29,16719,0.6,Estándar
30,63602,54,16955,0.73,Estándar
60,118702,59,26977,0.59,Estándar
29,70504,62,17968,0.6,Estándar
33,72800,76,18663,0.52,Estándar
42,83356,50,18038,0.58,Estándar
25,61649,18,16065,0.62,Estándar
35,87948,19,25167,0.68,Estándar
43,93346,30,20682,0.65,Estándar
36,79261,9,19974,0.78,Estándar
38,72590,37,16816,0.57,Estándar
33,64531,6,15394,0.51,Estándar
21,45560,6,13416,0.69,Estándar
43,74623,67,15783,0.51,Estándar
61,118263,94,25745,0.5,Estándar
40,81085,70,18738,0.48,Bajo Perfil
42,85815,16,19126,0.66,Estándar
48,79041,2,21083,0.83,Estándar
24,49946,22,15074,0.73,Estándar
60,108988,58,24720,0.56,Estándar
42,73546,5,22307,0.61,Estándar
59,99163,65,25221,0.59,Estándar
31,58807,30,16220,0.71,Estándar
61,115565,68,26234,0.48,Bajo Perfil
49,73288,54,14901,0.75,Estándar
46,87649,36,19089,0.79,Premium
42,95160,11,23323,0.82,Premium
37,83995,10,26422,0.67,Estándar
54,109995,37,23221,0.92,Premium
41,78709,67,17236,1.0,Estándar
16,59581,42,9520,0.79,Estándar
26,54439,93,10056,0.68,Estándar
37,79108,17,21056,0.9,Estándar
43,88720,69,21609,0.86,Premium
39,69724,26,18574,0.68,Estándar
54,85270,84,19408,0.57,Estándar
16,51052,62,12157,0.92,Estándar
41,74122,4,19762,0.49,Bajo Perfil
18,46260,10,13912,0.76,Estándar
49,96692,14,22033,0.61,Estándar
38,76822,29,24409,0.54,Estándar
45,92915,57,20914,0.74,Estándar
29,67229,55,15254,0.79,Estándar
55,106818,43,21733,0.71,Estándar
52,100986,88,21341,0.57,Estándar
47,78861,78,17021,0.81,Estándar
38,77216,39,20835,0.49,Bajo Perfil
46,92836,2,17888,0.63,Estándar
31,84841,10,19593,0.83,Estándar
50,98242,78,20115,1.0,Premium
59,107095,5,24050,0.68,Estándar
52,103370,7,23755,0.35,Bajo Perfil
